Sentence_id,Text,class_label,y
18586,"Now, my opponent says he's going to try to change the dynamics on the ground.",No,0
21662,"We're shipping the quote, ""low paying jobs"" overseas.",No,0
2693,"Well, first of all, I think Governor Romney's going to have a busy first day, because he's also going to repeal Obamacare, which will not be very popular among Democrats as you're sitting down with them.",No,0
17684,"The other thing is, we need the business community as well as government heavily involved in these communities to try to get economic growth.",No,0
21621,"You could knock out the tax increases and you could do what the people want, and that's create enterprise zones.",No,0
29640,Maybe he didn't do a good job and I was unsatisfied with his work...,No,0
28113,It's kind of like a political issue as opposed to a people issue.,No,0
8583,"I respectfully submit that Senator Kennedy too often would rely too much on the federal government, on what it would do to solve our problems, to stimulate growth.",No,0
11207,"He still will not admit that he was wrong about the strategy of the surge in Iraq, and that's the same kind of strategy of go out and secure and hold and allow people to live normal lives.",No,0
9219,He has a one-point plan.,No,0
17580,"Now, I believe that our problem has not been that anybody in our country is undertaxed; it's that government is overfed.",No,0
1515,That's not the way to end unemployment or to reduce unemployment.,No,0
9560,"I -- I was -- I was someone who ran businesses for 25 years, and balanced the budget.",No,0
23981,I questioned his judgment and his character.,No,0
26205,President Clinton came to California in 1992.,No,0
28715,And a feature that allows parents to automatically check with one click what sites your kids have visited lately.,No,0
7460,And she's out campaigning along with our girls.,No,0
26992,"After the election, he'll get more backbone.",No,0
9990,"Look, when we think about immigration, we have to understand there are folks all around the world who still see America as the land of promise.",No,0
22555,And the result is that you've been bombarded with advertisements suggesting that I've changed a position on this or that or the other.,No,0
11792,The only people that are going to reform Russia are Russia.,No,0
28861,"If you want to purchase health insurance, you will get help with that.",No,0
22212,"Let me reel some things off real quick, because you said you wanted specifics.",No,0
15754,"And we also have important domestic priorities, in education and housing and health care, in economic development, in job training, in the environment.",No,0
6352,"Senator McCain's absolutely right: The D.C. school system is in terrible shape, and it has been for a very long time.",No,0
32017,"That was long before I was ever involved, so you actually owe an apology.",No,0
27674,We -- we had to go into Pakistan.,No,0
32189,It's going to be one of the biggest line items very shortly.,No,0
30299,This is one of the worst deals ever made by any country in history.,No,0
10934,"We're going to work with your employer to lower the cost of your premiums by up to $2,500 a year.",No,0
21368,"Let me also say, we're having an election today.",No,0
11216,"Now, long ago, I warned about Vladimir Putin.",No,0
14724,"Three weeks from now -- 2 weeks from tomorrow, America goes to the polls and you're going to have to decide who you want to lead this country to economic recovery.",No,0
21392,You'd exempt Social Security -- I don't want to tax or touch Social Security.,No,0
29375,It will create tremendous numbers of new jobs.,No,0
20209,"If I'm entrusted with the presidency, here are the choices that I will make.",No,0
1814,"I know that you and your running mate keep saying that and I know it's a popular thing to say with a lot of people, but it's just not the case.",No,0
17654,"Some time ago, Mr. Mondale said something about education and college students and help of that kind.",No,0
33820,Those people -- I don't know those people.,No,0
259,"Well, I don't question his passion.",No,0
7154,"Actually, Mitch McConnell had a minimum-wage plan that I supported that would have increased the minimum wage.",No,0
6492,We're doing everything we can to protect our borders and ports.,No,0
14386,"They went to extraordinary sick lengths, and I just found it amusing that they would take 2 or 3 cases where I was involved in lawsuits and would engage an investigator -- the lawyers would engage an investigator, which is common.",No,0
6480,"As a result of securing ourselves and ridding the Taliban out of Afghanistan, the Afghan people had elections this weekend.",No,0
20911,All of our children have gone to both public schools and private schools.,No,0
18101,Of course we're after Saddam Hussein -- I mean bin Laden.,No,0
8158,"If the United States fails, then the whole cause of freedom fails.",No,0
11928,That bill did -- there was another bill that did die in committee.,No,0
13442,I believe all of those should be gone over in detail to make sure that no one is getting a tax break; to make sure that no one is getting away from paying the taxes he ought to pay.,No,0
8834,"We need the missile, I think, because we are so out of balance strategically that we lack a deterrent to a possible first assault.",No,0
19094,Four years ago you took me on faith.,No,0
10450,But that's only step one.,No,0
5530,We've got to fix our energy policy that's giving our wealth away.,No,0
4044,"You might think that with that kind of concern that Senator Obama would have gone to Afghanistan, particularly given his responsibilities as a subcommittee chairman.",No,0
17179,"What I was referring to, of course, in the comment that you referred to was the situation in Lebanon.",No,0
27821,I said they need -- these companies need to go through a managed bankruptcy.,No,0
27028,...of forces agreement at the end of the conflict that existed.,No,0
3612,"Now, if you're a business person, and you can locate any place in the world, then, obviously, if you go to the country where it's 11 percent tax versus 35 percent, you're going to be able to create jobs, increase your business, make more investment, et cetera.",No,0
17433,"All of these things are presently being rectified, and I think that we are going to salvage the farmers.",No,0
12393,But the people are going to have to make up their mind on this issue.,No,0
28180,I don't want the federal government making decisions for consumers or for providers.,No,0
6573,"If you were going to pass something in the Congress, you had to show where you are going to pay for it and how.",No,0
19409,"The most heavily directed, decorated solder in uniform when he retired.",No,0
16298,"An administration which wants to billions on weapons systems that we don't need and can't afford, and now confronts us with a very serious problem, and plants that are supposed to be producing tritium and plutonium and providing the necessary materials for existing weapons.",No,0
10769,Small businesses across America will have to cut jobs and will have their taxes increase and won't be able to hire because of Senator Obama's tax policies.,No,0
117,"We can help people to live better lives, and at the same time save money by helping hundreds of thousands of families on welfare to get off or welfare, and to become productive citizens again.",No,0
14499,And I've covered it again and again in print and on television.,No,0
33959,And we're going to keep working to help Haiti...,No,0
22428,"If in the next 5 minutes a television announcer came on and said, there is a major international crisis -- there is a major threat to the world or in this country a major threat -- my question is, who, if you were appointed to name 1 of the 3 of us, who would you choose?",No,0
25310,"And despite the politics of it, I stand where I stand, and I think I'm right, and before this fight is over we're going to come up with a better bill, a more effective bill that does not undermine the liberties of our people.",No,0
14825,"Mr. Stone, I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it, and believe that over a five year projection, this plan can permit the extra spending for needed refurbishing of our defensive posture, that it can provide for a balanced budget by 1983 if not earlier, and that we can afford - along with the cuts that I have proposed in Government.",No,0
10725,"I'm going to tell you Americans we'll get to work right away and we'll get to work together, and we can get them all done, because that's what America has been doing.",No,0
10125,But I also share your belief that weapons that were designed for soldiers in war theaters don't belong on our streets.,No,0
21782,"I favor strict controls on how much you can spend running for Congress, strict limits on political action committees, requirements that people running for Congress appear in open public debates like we're doing now.",No,0
9502,You heard what I said about my tax plan.,No,0
3427,"And although we've heard a lot about Wall Street, those of you on Main Street I think have been struggling for a while, and you recognize that this could have an impact on all sectors of the economy.",No,0
20320,"And so seniors will have not only a Medicare plan where the poor seniors will have prescription drugs paid for, but there will be a variety of options.",No,0
11085,"In Lebanon, I stood up to President Reagan, my hero, and said, if we send Marines in there, how can we possibly beneficially affect this situation?",No,0
18914,This is the scale of what President Kennedy set out to do with the nuclear test ban treaty.,No,0
962,"You know, my friends, my parents came to this country as immigrants like millions and millions of Americans before them and since, seeking opportunities, seeking the American dream.",No,0
23030,"When a drug comes in from Canada, I want to make sure it cures you and doesn't kill you.",No,0
16440,"We'll never have uh - an end to the inflationary spiral, and we'll never have a balanced budget until we get our people back to work.",No,0
16838,The average uh American person can't do it.,No,0
14491,We have a government that doesn't work.,No,0
28497,"I think that would be a mistake, because I think one of the ways we've been able to be so successful in Kosovo and Bosnia and Haiti and in other places is by having the technological edge.",No,0
4312,"I'm proud of that work, again, bipartisan, reaching across the aisle, working together, Democrat and Republican alike.",No,0
24003,That's going to take money for infrastructure and investment to do that.,No,0
3799,And then the war was very badly mishandled.,No,0
22997,"And if Iraq were to fail, it'd be a haven for terrorists, and there would be money and the world would be much more dangerous.",No,0
18389,"The plan says there will be elections in January, and there will be.",No,0
29961,I notice you bring that up a lot.,No,0
19322,"I look at the trial lawyers, and when you're a few million short, you run out to Hollywood and pick up two to four million and organized labor comes to Washington, D.C. and puts 35 million into the pot.",No,0
20819,We can make a huge difference by saying if you receive federal money we expect you to show results.,No,0
25898,I saw the agreement that Prime Minister Rabin and Yassir Arafat signed on the West Bank.,No,0
27374,"I went into the Olympics that was out of balance, and we got it on balance, and made a success there.",No,0
14319,"One of our first officers was a woman, the chief financial officer.",No,0
12966,Why did we suddenly offer Congo three hundred students last June when they had the tremendous revolt?,No,0
19974,"Let me say first, on the President's promise for another tax cut.",No,0
21462,"You know, nobody likes who shot John, but I think the first negative campaign run in this election was by Governor Clinton, and I'm not going to sit there and be a punching bag; I'm going to stand up and say, hey, listen, here's my side of it.",No,0
17487,Somebody went to a woman and nearly killed her.,No,0
18928,It's a central part of dealing with weapons of mass destruction and proliferation.,No,0
11120,"In fact, he said he wants to announce that he's going to attack Pakistan.",No,0
14876,"But I'll always remember that the best weapons are the ones that are never fired in combat, and the best soldier is one who never has to lay his life down on the field of battle.",No,0
6619,But perhaps the best way to keep jobs here in America and to keep this economy growing is to make sure our education system works.,No,0
18027,"They showed up in Afghanistan when they were there, because they tried to beat us and they didn't.",No,0
27726,And that's the reason why I set up a trade task force to go after cheaters when it came to international trade.,No,0
8945,Government always needs the money it gets.,No,0
7864,"He feels that we're moving ahead uh - in a - we're not going into a recession in this country, economically; he feels that our power and prestige is stronger than it ever was relative to that of the Communists, that we're moving ahead.",No,0
7479,"Can I say, if I could just say a word about a woman that you didn't ask about, but my mom passed away a couple years ago, just before I was deciding to run.",No,0
27602,"And for the next decade, she was haunted by that conversation.",No,0
33869,"She mentions this, which is all fiction, all fictionalized, probably or possibly started by her and her very sleazy campaign.",No,0
30374,"And with all of the money they have, we're defending them, and they're not paying?",No,0
4399,"But, also, I have the ability, and the knowledge, and the background to make the right judgments, to keep this country safe and secure.",No,0
22731,I talk to Tony Blair all the time.,No,0
27239,"Both at home and abroad, he has proposed wrong and reckless policies.",No,0
4289,I have voted for alternate fuel all of my time...,No,0
27517,And an Iranian nuclear program is not acceptable to us.,No,0
21480,And I do think that you can't turn the White House into the Waffle House.,No,0
9420,"We're going to get through a very aggressive energy policy, 31/2 million more jobs in this country.",No,0
30283,China should solve that problem for us.,No,0
13410,He's been traveling in some other country.,No,0
16061,"I've appointed prosecutors, I've appointed defenders.",No,0
10539,There were others who took a hike.,No,0
9918,Including Senators previously who had supported it on the Republican side.,No,0
27833,"And the idea that has been suggested that I would liquidate the industry, of course not.",No,0
34110,"And I'm going to continue to push for a no-fly zone and safe havens within Syria not only to help protect the Syrians and prevent the constant outflow of refugees, but to, frankly, gain some leverage on both the Syrian government and the Russians so that perhaps we can have the kind of serious negotiation necessary to bring the conflict to an end and go forward on a political track.",No,0
13866,They both said they were Vietnam veterans supporting me because I had an economic program to put them back to work.,No,0
4329,We haven't done enough in terms of transit; we haven't done enough in terms of ports.,No,0
16458,But with tax incentives for the low-income groups we could build up their uh - income levels uh - above the poverty level and not uh make welfare more uh - profitable than - than work.,No,0
17903,"And when we sought to assault Social Security and Medicare, as the record shows we did, I think that was mean-spirited.",No,0
13275,"Number three, the pre - Vice President suggests that we should keep the Communists in doubt about whether we would fight on Quemoy and Matsu.",No,0
20287,"Now, they may blame other folks, but it's time to get somebody in Washington who is going to work with both Republicans and Democrats to get some positive things done when it comes to our seniors.",No,0
4140,"Look, Dr. Kissinger did not say that he would approve of face-to- face meetings between the president of the United States and the president -- and Ahmadinejad.",No,0
20695,"Incidentally, I know the value of making sure our troops have the latest technology.",No,0
3469,And we've got to create jobs.,No,0
900,"But nevertheless, I support my nominee for Vice President and he'll do an outstanding job.",No,0
18080,"I believe, when an international body speaks, it must mean what it says.",No,0
22269,That's the only way we got him back.,No,0
10568,"No, I am confident about the American economy.",No,0
14672,I'm totally focussed on the fact that we may have bank failures and nobody answered it.,No,0
34364,"Yeah, yeah, we've heard -- we've heard this before, Hillary.",No,0
3191,Those are initiatives in foreign policy which are of the highest moral standard and that is indicative of the foreign policy of this country.,No,0
15186,Governor Reagan is making some very misleading and disturbing statements.,No,0
3507,"As president of the United States, people are going to be held accountable in my administration.",No,0
9338,"So what we said was you can't just sit on this for 10, 20, 30 years, decide when you want to drill, when you want to produce, when it's most profitable for you.",No,0
11815,"Imagine what it -- what it is like for someone to be singled out unfairly, unjustly, and feel the unfair force of law simply because of race or ethnicity.",No,0
10718,"And some of those programs may not grow as much as we would like for them to, but we can establish priorities with full transparency, with full knowledge of the American people, and full consultation, not done behind closed doors and shoving earmarks in the middle of the night into programs that we don't even -- sometimes we don't even know about until months later.",No,0
14364,An African American was my chief economic development officer.,No,0
2603,"And I -- and I agree with Secretary Arne Duncan, he's -- some ideas he's put forward on Race to the Top, not all of them, but some of them I agree with and -- and congratulate him for pursuing that.",No,0
27423,I've made that clear throughout my presidency.,No,0
7418,I've never seen members of a party locked out of meetings the way they're locked out today.,No,0
27990,"I know what it takes to get this country back, and will work with good Democrats and good Republicans to do that.",No,0
8689,"conservative projections out for the next five years, that indicates that this plan would, by 1983, result in a balanced budget.",No,0
3068,These uh - characteristics of our country have been endangered under Mr. Ford.,No,0
21661,These people are hurting in the inner cities.,No,0
24394,"But time is our friend there, because their leaders will change in not too many years, worst case, and their country is making great progress.",No,0
29586,That was more than a mistake.,No,0
19800,We've got people watching tonight and listening tonight trying to find the truth.,No,0
24056,"We're going to have to spend more money in the future on military technology and on greater mobility, greater airlift, greater sealift, the B-22 airplane.",No,0
25434,"And suddenly somebody says, ""Oh, it's got to be up there, and it's Star Wars,'' and so forth.",No,0
26266,You guarantee they have a chance to prove they're competent.,No,0
17484,Every American should be aware of the seriousness of the step.,No,0
305,"I am questioning his judgment on these matters, or where he's coming from He has every right to do it.",No,0
19575,"You may have said that, too.",No,0
19716,We are supposed to be operating under a U.N. resolution.,No,0
10596,"If less money is coming in, you end up making cuts.",No,0
16919,This year Mr. Ford will not pass more than 26 percent of all the legislative proposals he puts forward.,No,0
11754,"I believe we ought to have foreign aid, but I don't think we ought to just have foreign aid for the sake of foreign aid.",No,0
2702,So we've -- we've seen progress even under Republican control of the House of Representatives.,No,0
14901,"So to add nine million new jobs, to control inflation, and to plan for the future with an energy policy now intact as a foundation is our plan for the years ahead.",No,0
9447,"'Cause I'm going to bring rates down across the board for everybody, but I'm going to limit deductions and exemptions and credits, particularly for people at the high end, because I am not going to have people at the high end pay less than they're paying now.",No,0
25232,That's why they call the President the Commander in Chief.,No,0
185,And in that there are some Medicaid provisions that will be very helpful to the very kind of people we're talking about here.,No,0
4108,So he may not be the right person to talk to.,No,0
17418,The President just said that his government is shrinking.,No,0
11879,"I mean, there needs to be a wholesale effort against racial profiling, which is illiterate children.",No,0
16395,"I want to keep our neighborhoods much, much better in terms of anti-crime, and that's why I would appoint judges that have a little more sympathy for the victims of crime and a little less for the criminals.",No,0
3981,And Pakistan is a very important element in this.,No,0
30421,I was going to say something...,No,0
27851,"We in this country can -- can compete successfully with anyone in the world, and we're going to.",No,0
27287,"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.",No,0
32723,"The biggest problem I have with the stupidity of our foreign policy, we have Mosul.",No,0
12985,It has not been standing still.,No,0
26781,"Let me say again, there is no more important responsibility for the president than to say if you believe in the constitution, the Bill of Rights, and the Declaration of Independence, that's all we need to know.",No,0
14702,I was especially moved in Richmond a few days ago when 209 of our fellow citizens got to ask us questions.,No,0
29342,"... which I was not responsible for, I concluded it wasn't.",No,0
3133,"But I can say that I am dedicated to proceeding, and I met just last week with the foreign minister of the Soviet Union, and he indicated to me that uh - the Soviet Union was interested in narrowing the differences and making a realistic and a sound compromise.",No,0
9689,And I don't believe employers should tell someone whether they could have contraceptive care of not.,No,0
700,We know where they're cutting.,No,0
33686,I personally believe that the steps that President Obama took saved the economy.,No,0
6175,"You chose not to because you were afraid of the appointment of, quote, ""conservative judges.""",No,0
8365,I have voted in the last uh - eight years uh - and the Vice President was uh - presiding over the Senate and meeting his other responsibilities.,No,0
2141,"She had worked all her life, put in this money, and understood that there was a basic guarantee, a floor under which she could not go.",No,0
10037,You know that I mean what I say.,No,0
15680,They tried it with Franklin Roosevelt and Harry Truman and John Kennedy.,No,0
1294,It not only liberated - uh black people but it also liberated the whites.,No,0
17173,And it's also unfair to dump these tremendous bills on our children.,No,0
1769,"And, by the way, I like coal.",No,0
28192,"One thing about insurance, that's a Washington term.",No,0
2877,"Now, we went into south Africa late, after Great Britain, Rhodesia, the black nations had been trying to solve this problem for many, many years.",No,0
20804,We'll spend $25 trillion -- we'll collect $25 trillion in revenue in the next 10 years and spend $21 trillion.,No,0
32013,"He owes the president an apology, he owes our country an apology, and he needs to take responsibility for his actions and his words.",No,0
13514,"And therefore, he said, many of these countries now feel that the Soviet Union, which was once so backward, is now on a par with the United States.",No,0
16693,This is the kind of record that's there and talk about the future and a drastic change or conversion on the part of Mr. Ford as of last minute is one that just doesn't go.,No,0
17430,Mr. Mondale referred to the farmers' worst year.,No,0
27799,If we take your advice with respect to how we change our tax codes so that companies that earn profits overseas don't pay U.S. taxes compared to companies here that are paying taxes.,No,0
12456,"If you have -- if you squander the surplus on a huge tax cut that goes mostly to those at the top, then you can't make education the top priority.",No,0
13372,Senator Kennedy has indicated on several occasions in this program tonight that I have been misstating his record and his figures.,No,0
16311,"That is the closest I have ever heard the Governor of Massachusetts come to support anything having to do with nuclear, that's about as close as I've ever heard him Yes, this Savannah River plant needs to be made more safe.",No,0
27150,"And we will help them with respect to developing their own economy, because ultimately what's going to make the Egyptian revolution successful for the people of Egypt, but also for the world, is if those young people who gathered there are seeing opportunities.",No,0
7247,And that is the result of this president taking his eye off of Osama bin Laden.,No,0
3605,"And when I'm president, I will go line by line to make sure that we are not spending money unwisely.",No,0
2606,"I happen to believe, I want the kids that are getting federal dollars from IDEA or Title I -- these are disabled kids or -- or -- or poor kids or -- or lower-income kids, rather, I want them to be able to go to the school of their choice.",No,0
9058,But we came through all of those things and we achieved even new heights and new greatness.,No,0
21921,"But they've got to have a strong basic economy and if you're in debt, it's like having a ball and chain around you.",No,0
14385,They interviewed all of my children's friends from childhood on.,No,0
23097,John Edwards is the author of the Patients' Bill of Rights.,No,0
18624,"When I was running -- when we had the debate in 2000, never dreamt I'd be doing that.",No,0
24640,"The all- time low in our country was the Judge Thomas-Anita Hill hearings, and those senators ought to be hanging their heads in shame for what they did there.",No,0
24900,I believe that the question oversimplifies the difficulties of what we must do in Central America.,No,0
20764,He's called them phony and fuzzy.,No,0
29639,"And you wouldn't pay what the man needed to be paid, what he was charging you to do...",No,0
20438,"Let me say, that I found one thing in Governor Bush's answer that we certainly agree on, and that's the low income heating assistance program.",No,0
26626,"In addition to that, we just passed a sweeping small business reform that makes it easier for small business people to take out 401 K plans for themselves and employees and much easier for employees to carry it from job to job.",No,0
27478,But our goal is to get Iran to recognize it needs to give up its nuclear program and abide by the U.N. resolutions that have been in place.,No,0
299,"You see, I'd have found a way to sign that bill.",No,0
27649,"We've been there a long time, and we've got to make sure that we and our coalition partners are pulling out responsibly and giving Afghans the capabilities that they need.",No,0
3149,"As a nuclear engineer myself, I know the limitations and capabilities of atomic power.",No,0
6207,"I think that it's important for judges to understand that if a woman is out there trying to raise a family, trying to support her family, and is being treated unfairly, then the court has to stand up, if nobody else will.",No,0
1178,"And I'm convinced now, more than I was when I got the nomination, that Walter Mondale was the right choice, And I believe this is a good indication of the kind of people I would choose in the future.",No,0
11407,He's man of solid judgment and he's going to be a person to stand by my side.,No,0
16217,And those grants which make it possible for states and local communities to clean up rivers and harbors and streams.,No,0
3208,And I believe that we used our skill.,No,0
11602,"It was in the previous administration, in the Bush-Quayle administration, and I think in retrospect the lessons there are ones that we should take very, very seriously.",No,0
19045,We will continue to stay on the offense.,No,0
3860,You said that we were going to be greeted as liberators.,No,0
20878,"I want the federal government, consistent with local control and new accountability, to make improvement of our schools the number one priority so Caley will have a desk and can sit down in a classroom where she can learn.",No,0
14254,But I'd also like to point out that I haven't been part of what we're criticizing in Washington tonight.,No,0
1839,"And now, five weeks before the election, he's saying that his big, bold idea is, ""Never mind.""",No,0
3922,He did not say that.,No,0
10054,It was very clear this was not a demonstration.,No,0
9830,Five million jobs doesn't even keep up with our population growth.,No,0
10939,"Because there's a huge pool, we can drop the costs.",No,0
10755,"I mean, you know, it's tough to ask a teacher who's making $30,000 or $35,000 a year to tighten her belt when people who are making much more than her are living pretty high on the hog.",No,0
749,"We have to be prepared to use military force against terrorist base camps, we have to work closely with our allies to make sure that they're working with us and we with them and we can give no quarter when it comes to breaking the back of international terrorism.",No,0
25550,"Well, I can't say that I have roundtabled that and sat down with the Chiefs of Staff, but I have said that it seems to me that this could be a logical step in what is my ultimate goal, my ultimate dream, and that is the elimination of nuclear weapons in the world.",No,0
9865,We welcome legal immigrants into this country.,No,0
1552,We have peace with freedom.,No,0
3681,We don't yet know what our tax revenues are going to be.,No,0
16403,And we have now achieved an historic arms control agreement.,No,0
23589,And he said also that his two favorite justices are Justice Scalia and Justice Thomas.,No,0
16675,"Now I cannot, and would not, endorse the kind of program that uh - Governor Carter recommends.",No,0
21461,"My record on world affairs is pretty well known because I've been president for 4 years, so I feel I've been talking issues.",No,0
20613,They currently favor going forward with a runoff election.,No,0
20693,Millions of Americans saw the results of that conflict.,No,0
3558,"Now, Senator Obama, you wanted to know one of the differences.",No,0
3693,China had a space launch and a space walk.,No,0
7296,I put people behind bars for the rest of their life.,No,0
18054,We had Saddam Hussein trapped.,No,0
16343,"And it's a disgrace, and I will do my level best to clean it up, recognizing that you can't legislate morality.",No,0
24657,"I am proud of what we did at the Democratic Convention, putting 2 HIV-positive people on the platform, and I am proud of the leadership that I'm going to bring to this country in dealing with the AIDS crisis.",No,0
18745,"I think the United States should have offered the opportunity to provide the nuclear fuel, test them, see whether or not they were actually looking for it for peaceful purposes.",No,0
13486,They have got to bear a greater share of this load of economic assistance abroad.,No,0
15605,"(Applause) I'd like to have that line-item veto for the president, because I think that would be extraordinarily helpful.",No,0
4102,"Or whether it be Nixon's trip to China, which was preceded by Henry Kissinger, many times before he went.",No,0
9520,"Opening up more trade, particularly in Latin America.",No,0
5868,"In fact, Mr. Ayers has become the centerpiece of Senator McCain's campaign over the last two or three weeks.",No,0
11312,"When President Bush decided we're not going to talk to Iran, we're not going to talk to North Korea, you know what happened?",No,0
7244,And the result is our forces today are overextended.,No,0
1302,"And that's where there's been a great uh generation of despair, and ill health, and the lack of education, lack of purposefulness, and the lack of hope for the future.",No,0
7788,"And Senator Fulbright, Senator Humphrey and I tried to do that.",No,0
662,You see the turmoil in Poland today.,No,0
25516,"And there is every evidence, every indication that that government would be hostile to the United States.",No,0
12708,"Number three, Castro is only the beginning of our difficulties throughout Latin America.",No,0
18088,He was hoping we'd turn away.,No,0
1548,"There has been a restoration of faith and confidence and trust in the presidency because I've been open, candid and forthright.",No,0
30291,"And when asked to Secretary Kerry, why didn't you do that?",No,0
24979,I retract nothing that I have said.,No,0
28978,And then I brought folks together to get it done.,No,0
12929,"General Twining, in January, fifty-nine, described the position of the United States.",No,0
14596,"So when you hear ""tax the rich,"" Mr. and Mrs. America, watch your wallet.",No,0
28603,"And I think that you pointed the way in your comments, because when you say there are multiple things accomplished by farmers, you're specifically including conservation and protection of the environment.",No,0
1999,"But in my view, the president should have grabbed it.",No,0
30194,"I also have a much better temperament than she has, you know?",No,0
22646,And he's trying to make you believe it because he wants you to think I change my mind.,No,0
11238,Georgia in particular is now on the brink of enormous economic challenges.,No,0
14413,"Whether it's Iran-contra, Iraq-gate or you name it, it's a steady stream.",No,0
10229,"It's not by trickle-down government, saying we're going to take more money from people and hire more government workers, raise more taxes, put in place more regulations.",No,0
8344,"I have met with the President when he made the great decisions with regard to Lebanon, Quemoy and Matsu, other matters.",No,0
27280,"And what I now want to do is to hire more teachers, especially in math and science, because we know that we've fallen behind when it comes to math and science.",No,0
24270,"That gap is going to close, because the Arabs, the Japanese and folks in this country are going to start buying German treasuries because they can get more money.",No,0
21013,"And instead of concentrating on tax cuts mostly for the wealthy, we want -- I want tax cuts for the middle-class families and I want to continue the prosperity and make sure that it enriches not just a few but all of our families.",No,0
6550,"If every family in America signed up, like the senator suggested, if would cost us $5 trillion over 10 years.",No,0
21383,"And I think it would discipline not only the Congress, which needs it, but also the executive branch.",No,0
11131,"We need to help the Pakistani government go into Waziristan, where I visited, a very rough country, and -- and get the support of the people, and get them to work with us and turn against the cruel Taliban and others.",No,0
6972,And the compounding rate of interest effect will make it more likely that the Social Security system is solvent for our children and our grandchildren.,No,0
11772,"It's an enormous problem and corruption in official agencies, like militaries and police departments around the world, customs officials, that's one of the worst forms of it.",No,0
13115,They don't want just Quemoy and Matsu; they don't want just Formosa; they want the world.,No,0
33607,The plan he has will cost us jobs and possibly lead to another Great Recession.,No,0
10056,And this calls into question the president's whole policy in the Middle East.,No,0
19835,We've worked hard to expand public school choice in my balanced budget bill.,No,0
16754,"I think you have to have greater oil and gas production, more coal production, more nuclear production, and in addition you have to have energy conservation.",No,0
18812,"In terms of Darfur, I agree it's genocide.",No,0
1777,"And I -- and to do that, that also means I cannot reduce the burden paid by high-income Americans.",No,0
6024,And also the country that just freed three Americans that will help us create jobs in America because they will be a market for our goods and products without having to pay -- without us having to pay the billions of dollars -- the billion dollars and more that we've already paid.,No,0
19656,"We've been for that for four, five, six years.",No,0
12854,"But until we're strong here, until we're moving here, I believe a summit could not be successful.",No,0
12593,He said that he was the second most powerful man in Cuba.,No,0
19805,"But where I have moved to work with the American people to help them have the tools to make the most of their own lives, I think I should get some credit for that.",No,0
30288,Iran has power over North Korea.,No,0
2139,And she ended up living alone by choice.,No,0
20959,"I've been standing up to big Hollywood, big trial lawyers.",No,0
9940,"What I was saying is, we're not going to round up 12 million people, undocumented illegals, and take them out of the nation.",No,0
26918,I congratulate him on -- on taking out Osama bin Laden and going after the leadership in al-Qaeda.,No,0
10444,"Now, step one was a rescue package that was passed last week.",No,0
10353,We don't have to settle for gasoline at four bucks.,No,0
23288,"And here he says he's going to be a fiscal conservative, all of a sudden.",No,0
32855,"To go back to the very, very first question.",No,0
34351,"So when I talk about how we're going to pay for education, how we're going to invest in infrastructure, how we're going to get the cost of prescription drugs down, and a lot of the other issues that people talk to me about all the time, I've made it very clear we are going where the money is.",No,0
12817,"I've reached the conclusion, too, based on the reports that have been made, that they may be cheating.",No,0
17008,"Our system of government - in spite of Vietnam, Cambodia, CIA, Watergate - is still the best system of government on earth.",No,0
29287,"Well, actually, I have thought about this quite a bit.",No,0
15589,There is no way of anticipating what may happen.,No,0
1678,"I'm pleased to be at the University of Denver, appreciate their welcome, and also the Presidential Commission on these debates.",No,0
12451,"For one basic reason, so that students can get more one-on-one time with teachers.",No,0
26916,"Of course the greatest threat of all is Iran, four years closer to a nuclear weapon.",No,0
2041,That's how we get growth and how we balance the budget.,No,0
19381,"So after Speaker Gingrich and Senator Dole took over the Congress, I went to New Hampshire and a man suggested -- a gentleman that unfortunately just passed away a couple of days ago, suggested that we appoint a commission.",No,0
25194,"And then we made it plain, a second phase, take up the submarine-launched or the airborne missiles.",No,0
32158,But that in and of itself was a good thing.,No,0
28636,We're the second biggest state -- farming state in the country.,No,0
2043,You'll never balance the budget by raising taxes.,No,0
28056,"You see, in order to get something done on behalf of the people, you have to put partisanship aside, and that's what we did in my state.",No,0
26931,And that's exactly what we're going to do.,No,0
29539,I will release my tax returns.,No,0
21815,I think you have to tell the pharmaceutical companies they can't keep raising drug prices at three times the rate of inflation.,No,0
22329,"The American people are beginning to vote across racial lines, and I hope it will happen more and more.",No,0
33,And I have put forward a many-point drug program that includes what I would do as president of the United States; in terms of doing better on interdiction; and in terms of better in the neighborhoods.,No,0
18209,The Patriot Act is vital -- is vital that the Congress renew the Patriot Act which enables our law enforcement to disrupt terror cells.,No,0
24081,An incredible number of young people are active in supporting my effort because they are deeply concerned that we have taken the American dream from them.,No,0
16032,"There's no way you can pay for that five year, $40 billion tax cut for the rich and still buy all those weapons systems you want to buy unless you raid the Social Security Trust Fund.",No,0
19363,But I want to touch on this is tobacco thing.,No,0
32213,"Obviously, Medicare, which is a single-payer system, which takes care of our elderly and does a great job doing it, by the way, and then all of the people who were employed, but people who were working but didn't have the money to afford insurance and didn't have anybody, an employer or anybody else, to help them.",No,0
